"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","description_Phha","gene_symbol_human","description_human"
"TRIM38",8.57485327218902,0.090074137177022,0.0963960935484641,0.934416882067283,0.3500888927187,0.887939287829199,FALSE,"tripartite motif containing 38%2C transcript variant X2;transcript_id=XM_045817243.1",NA,NA
"TRIM4",15.5192806285321,-0.110513005105537,0.0804578574289019,-1.37355142974313,0.169580984404317,0.775066478289612,FALSE,"tripartite motif containing 4%2C transcript variant X2;transcript_id=XM_045838084.1",NA,NA
"TRIM41",44.4133501230337,-0.0341810622857986,0.0521323706906421,-0.655659081545168,0.512043502108931,0.940299534129931,FALSE,"tripartite motif containing 41%2C transcript variant X5;transcript_id=XR_006784397.1",NA,NA
"TRIM42",0,NA,NA,NA,NA,NA,FALSE,"tripartite motif containing 42;transcript_id=XM_045857443.1",NA,NA
"TRIM44",6.30042952469137,-0.281146841419315,0.12490279353493,-2.25092516718364,0.0243902774333443,0.51730083452192,FALSE,"tripartite motif containing 44%2C transcript variant X2;transcript_id=XR_006784170.1",NA,NA
"TRIM45",9.76405542492184,-0.0882382357340078,0.0989793279689376,-0.891481459256819,0.372670933887839,0.892067453147866,FALSE,"tripartite motif containing 45%2C transcript variant X1;transcript_id=XM_045816705.1",NA,NA
"TRIM46",0.187299922535433,-0.0769427152374372,0.744607789158328,-0.103333212944777,0.917698516582932,NA,FALSE,"tripartite motif containing 46%2C transcript variant X3;transcript_id=XM_045816851.1",NA,NA
"TRIM47",0.655948771476067,-0.157815151394047,0.312545279660218,-0.504935321901564,0.613604264271072,NA,FALSE,"tripartite motif containing 47;transcript_id=XM_045836674.1",NA,NA
"TRIM50",0.0147764159691251,0.0868232825712364,1.7964152984441,0.0483314090268745,0.961452123011749,NA,FALSE,"tripartite motif containing 50%2C transcript variant X1;transcript_id=XM_045819541.1",NA,NA
"TRIM54",0.0499597765108903,0.0120737741065291,1.7964152984441,0.00672103723286391,0.994637428532665,NA,FALSE,"tripartite motif containing 54;transcript_id=XM_045844555.1",NA,NA
"TRIM55",0.337722524526639,0.282039913416699,0.513269391993957,0.549496848664648,0.582664526634796,NA,FALSE,"tripartite motif containing 55%2C transcript variant X2;transcript_id=XM_045861417.1",NA,NA
